County,ZIPCode,Population,TotalPopulation,Weight
Anderson,75751,26,57922,0.00045
Anderson,75763,2700,57922,0.04661
Anderson,75801,16643,57922,0.28733
Anderson,75803,17094,57922,0.29512
Anderson,75839,5884,57922,0.10158
Anderson,75844,177,57922,0.00306
Anderson,75853,1223,57922,0.02111
Anderson,75861,14175,57922,0.24473
Andrews,79714,18610,18610,1.00000
Angelina,75901,28386,86395,0.32856
Angelina,75904,34390,86395,0.39806
Angelina,75941,8523,86395,0.09865
Angelina,75949,7984,86395,0.09241
Angelina,75969,4610,86395,0.05336
Angelina,75980,2502,86395,0.02896
Aransas,78336,3083,23830,0.12937
Aransas,78382,20747,23830,0.87063
Archer,76308,1088,8560,0.12710
Archer,76310,1656,8560,0.19346
Archer,76351,1604,8560,0.18738
Archer,76366,2640,8560,0.30841
Archer,76374,53,8560,0.00619
Archer,76379,614,8560,0.07173
Archer,76389,905,8560,0.10572
Armstrong,79019,1731,1848,0.93669
Armstrong,79039,15,1848,0.00812
Armstrong,79042,26,1848,0.01407
Armstrong,79094,32,1848,0.01732
Armstrong,79226,44,1848,0.02381
Atascosa,78005,155,48981,0.00316
Atascosa,78008,295,48981,0.00602
Atascosa,78011,2258,48981,0.04610
Atascosa,78026,6138,48981,0.12531
Atascosa,78052,3480,48981,0.07105
Atascosa,78064,16292,48981,0.33262
Atascosa,78065,12901,48981,0.26339
Atascosa,78069,4131,48981,0.08434
Atascosa,78073,1824,48981,0.03724
Atascosa,78113,112,48981,0.00229
Atascosa,78114,175,48981,0.00357
Atascosa,78264,1220,48981,0.02491
Austin,77418,9933,30167,0.32927
Austin,77426,173,30167,0.00573
Austin,77474,14253,30167,0.47247
Austin,77485,2260,30167,0.07492
Austin,77833,414,30167,0.01372
Austin,77835,73,30167,0.00242
Austin,78931,355,30167,0.01177
Austin,78933,697,30167,0.02310
Austin,78940,172,30167,0.00570
Austin,78944,526,30167,0.01744
Austin,78950,1255,30167,0.04160
Austin,78954,56,30167,0.00186
Bailey,79324,55,6904,0.00797
Bailey,79344,76,6904,0.01101
Bailey,79347,6697,6904,0.97002
Bailey,79371,76,6904,0.01101
Bandera,78003,8854,20851,0.42463
Bandera,78023,108,20851,0.00518
Bandera,78028,6,20851,0.00029
Bandera,78055,1695,20851,0.08129
Bandera,78063,9509,20851,0.45605
Bandera,78883,136,20851,0.00652
Bandera,78884,442,20851,0.02120
Bandera,78885,101,20851,0.00484
Bastrop,78602,33761,97216,0.34728
Bastrop,78612,13563,97216,0.13951
Bastrop,78616,4097,97216,0.04214
Bastrop,78617,7431,97216,0.07644
Bastrop,78621,19302,97216,0.19855
Bastrop,78650,1721,97216,0.01770
Bastrop,78653,157,97216,0.00161
Bastrop,78659,3287,97216,0.03381
Bastrop,78662,2526,97216,0.02598
Bastrop,78941,108,97216,0.00111
Bastrop,78942,77,97216,0.00079
Bastrop,78953,887,97216,0.00912
Bastrop,78957,10189,97216,0.10481
Bastrop,78959,110,97216,0.00113
Baylor,76380,3465,3465,1.00000
Bee,78102,28766,31047,0.92653
Bee,78119,23,31047,0.00074
Bee,78387,258,31047,0.00831
Bee,78389,1729,31047,0.05569
Bee,78391,271,31047,0.00873
Bell,76501,17820,370647,0.04808
Bell,76502,45873,370647,0.12376
Bell,76504,23847,370647,0.06434
Bell,76511,1026,370647,0.00277
Bell,76513,45593,370647,0.12301
Bell,76519,297,370647,0.00080
Bell,76527,213,370647,0.00057
Bell,76528,362,370647,0.00098
Bell,76534,2495,370647,0.00673
Bell,76537,54,370647,0.00015
Bell,76539,1562,370647,0.00421
Bell,76541,19687,370647,0.05312
Bell,76542,53287,370647,0.14377
Bell,76543,30323,370647,0.08181
Bell,76544,13158,370647,0.03550
Bell,76548,32819,370647,0.08855
Bell,76549,56179,370647,0.15157
Bell,76554,2060,370647,0.00556
Bell,76557,1597,370647,0.00431
Bell,76559,6285,370647,0.01696
Bell,76569,2416,370647,0.00652
Bell,76571,8568,370647,0.02312
Bell,76579,5126,370647,0.01383
Bexar,78002,8665,2009324,0.00431
Bexar,78006,6094,2009324,0.00303
Bexar,78009,29,2009324,0.00001
Bexar,78015,15061,2009324,0.00750
Bexar,78023,29552,2009324,0.01471
Bexar,78039,227,2009324,0.00011
Bexar,78052,708,2009324,0.00035
Bexar,78069,2343,2009324,0.00117
Bexar,78073,7955,2009324,0.00396
Bexar,78101,4288,2009324,0.00213
Bexar,78108,1154,2009324,0.00057
Bexar,78109,52339,2009324,0.02605
Bexar,78112,9293,2009324,0.00462
Bexar,78121,88,2009324,0.00004
Bexar,78124,587,2009324,0.00029
Bexar,78148,21392,2009324,0.01065
Bexar,78150,369,2009324,0.00018
Bexar,78152,2161,2009324,0.00108
Bexar,78154,13340,2009324,0.00664
Bexar,78201,40923,2009324,0.02037
Bexar,78202,11533,2009324,0.00574
Bexar,78203,5482,2009324,0.00273
Bexar,78204,11810,2009324,0.00588
Bexar,78205,1906,2009324,0.00095
Bexar,78207,52018,2009324,0.02589
Bexar,78208,3907,2009324,0.00194
Bexar,78209,40790,2009324,0.02030
Bexar,78210,33681,2009324,0.01676
Bexar,78211,29873,2009324,0.01487
Bexar,78212,26980,2009324,0.01343
Bexar,78213,40741,2009324,0.02028
Bexar,78214,22411,2009324,0.01115
Bexar,78215,3682,2009324,0.00183
Bexar,78216,36091,2009324,0.01796
Bexar,78217,31822,2009324,0.01584
Bexar,78218,37856,2009324,0.01884
Bexar,78219,17357,2009324,0.00864
Bexar,78220,18012,2009324,0.00896
Bexar,78221,39923,2009324,0.01987
Bexar,78222,23833,2009324,0.01186
Bexar,78223,54399,2009324,0.02707
Bexar,78224,22042,2009324,0.01097
Bexar,78225,12375,2009324,0.00616
Bexar,78226,6585,2009324,0.00328
Bexar,78227,47280,2009324,0.02353
Bexar,78228,58037,2009324,0.02888
Bexar,78229,32709,2009324,0.01628
Bexar,78230,42743,2009324,0.02127
Bexar,78231,9447,2009324,0.00470
Bexar,78232,37349,2009324,0.01859
Bexar,78233,49473,2009324,0.02462
Bexar,78234,7276,2009324,0.00362
Bexar,78235,2626,2009324,0.00131
Bexar,78236,10214,2009324,0.00508
Bexar,78237,34383,2009324,0.01711
Bexar,78238,26646,2009324,0.01326
Bexar,78239,32931,2009324,0.01639
Bexar,78240,55793,2009324,0.02777
Bexar,78242,32270,2009324,0.01606
Bexar,78244,36299,2009324,0.01807
Bexar,78245,94020,2009324,0.04679
Bexar,78247,48638,2009324,0.02421
Bexar,78248,13551,2009324,0.00674
Bexar,78249,58094,2009324,0.02891
Bexar,78250,53753,2009324,0.02675
Bexar,78251,58051,2009324,0.02889
Bexar,78252,18009,2009324,0.00896
Bexar,78253,61648,2009324,0.03068
Bexar,78254,75764,2009324,0.03771
Bexar,78255,19875,2009324,0.00989
Bexar,78256,12254,2009324,0.00610
Bexar,78257,11713,2009324,0.00583
Bexar,78258,49250,2009324,0.02451
Bexar,78259,31062,2009324,0.01546
Bexar,78260,38571,2009324,0.01920
Bexar,78261,27415,2009324,0.01364
Bexar,78263,5270,2009324,0.00262
Bexar,78264,13720,2009324,0.00683
Bexar,78266,1513,2009324,0.00075
Blanco,78027,7,11374,0.00062
Blanco,78070,711,11374,0.06251
Blanco,78606,5420,11374,0.47653
Blanco,78620,144,11374,0.01266
Blanco,78635,243,11374,0.02136
Blanco,78636,3809,11374,0.33489
Blanco,78663,815,11374,0.07165
Blanco,78669,147,11374,0.01292
Blanco,78676,78,11374,0.00686
Borden,79511,47,631,0.07448
Borden,79517,72,631,0.11410
Borden,79527,39,631,0.06181
Borden,79738,473,631,0.74960
Bosque,76633,209,18235,0.01146
Bosque,76634,7484,18235,0.41042
Bosque,76637,710,18235,0.03894
Bosque,76649,895,18235,0.04908
Bosque,76652,980,18235,0.05374
Bosque,76665,2745,18235,0.15053
Bosque,76671,1736,18235,0.09520
Bosque,76689,2422,18235,0.13282
Bosque,76690,1054,18235,0.05780
Bowie,75501,37158,92893,0.40001
Bowie,75503,25021,92893,0.26935
Bowie,75554,156,92893,0.00168
Bowie,75559,5341,92893,0.05750
Bowie,75561,5212,92893,0.05611
Bowie,75567,3539,92893,0.03810
Bowie,75569,3597,92893,0.03872
Bowie,75570,11093,92893,0.11942
Bowie,75574,1776,92893,0.01912
Brazoria,77422,13279,372031,0.03569
Brazoria,77430,1275,372031,0.00343
Brazoria,77444,249,372031,0.00067
Brazoria,77480,7813,372031,0.02100
Brazoria,77486,7492,372031,0.02014
Brazoria,77510,6,372031,0.00002
Brazoria,77511,47564,372031,0.12785
Brazoria,77515,32592,372031,0.08761
Brazoria,77531,15454,372031,0.04154
Brazoria,77534,3077,372031,0.00827
Brazoria,77541,16787,372031,0.04512
Brazoria,77545,143,372031,0.00038
Brazoria,77546,538,372031,0.00145
Brazoria,77566,30670,372031,0.08244
Brazoria,77577,1249,372031,0.00336
Brazoria,77578,24518,372031,0.06590
Brazoria,77581,43694,372031,0.11745
Brazoria,77583,37182,372031,0.09994
Brazoria,77584,88449,372031,0.23775
Brazos,77801,15665,233849,0.06699
Brazos,77802,25421,233849,0.10871
Brazos,77803,30177,233849,0.12904
Brazos,77807,12568,233849,0.05374
Brazos,77808,14132,233849,0.06043
Brazos,77840,66392,233849,0.28391
Brazos,77843,1211,233849,0.00518
Brazos,77845,66622,233849,0.28489
Brazos,77859,580,233849,0.00248
Brazos,77868,1081,233849,0.00462
Brewster,79830,8304,9546,0.86989
Brewster,79832,471,9546,0.04934
Brewster,79834,180,9546,0.01886
Brewster,79842,518,9546,0.05426
Brewster,79852,73,9546,0.00765
Briscoe,79255,469,1435,0.32683
Briscoe,79257,966,1435,0.67317
Brooks,78353,409,7076,0.05780
Brooks,78355,6667,7076,0.94220
Brown,76432,1387,38095,0.03641
Brown,76443,80,38095,0.00210
Brown,76471,186,38095,0.00488
Brown,76801,25214,38095,0.66187
Brown,76802,5317,38095,0.13957
Brown,76823,2802,38095,0.07355
Brown,76827,411,38095,0.01079
Brown,76857,1877,38095,0.04927
Brown,76890,821,38095,0.02155
Burleson,77836,11434,17642,0.64811
Burleson,77879,6208,17642,0.35189
Burnet,76527,6,49130,0.00012
Burnet,76539,351,49130,0.00714
Burnet,76550,896,49130,0.01824
Burnet,78605,6522,49130,0.13275
Burnet,78608,858,49130,0.01746
Burnet,78611,15112,49130,0.30759
Burnet,78639,855,49130,0.01740
Burnet,78642,127,49130,0.00258
Burnet,78654,18761,49130,0.38186
Burnet,78657,2644,49130,0.05382
Burnet,78669,2998,49130,0.06102
Caldwell,78610,203,45883,0.00442
Caldwell,78616,7813,45883,0.17028
Caldwell,78632,286,45883,0.00623
Caldwell,78638,243,45883,0.00530
Caldwell,78640,1000,45883,0.02179
Caldwell,78644,21570,45883,0.47011
Caldwell,78648,7821,45883,0.17046
Caldwell,78655,2203,45883,0.04801
Caldwell,78656,3029,45883,0.06602
Caldwell,78662,442,45883,0.00963
Caldwell,78666,987,45883,0.02151
Caldwell,78953,271,45883,0.00591
Caldwell,78959,15,45883,0.00033
Calhoun,77457,6,20106,0.00030
Calhoun,77465,61,20106,0.00303
Calhoun,77971,623,20106,0.03099
Calhoun,77979,16680,20106,0.82960
Calhoun,77982,1003,20106,0.04989
Calhoun,77983,1733,20106,0.08619
Callahan,76437,145,13708,0.01058
Callahan,76443,1667,13708,0.12161
Callahan,76464,31,13708,0.00226
Callahan,79504,2562,13708,0.18690
Callahan,79510,8202,13708,0.59834
Callahan,79601,442,13708,0.03224
Callahan,79602,659,13708,0.04807
Cameron,78520,64932,421017,0.15423
Cameron,78521,89082,421017,0.21159
Cameron,78526,53984,421017,0.12822
Cameron,78550,55300,421017,0.13135
Cameron,78552,40524,421017,0.09625
Cameron,78559,12733,421017,0.03024
Cameron,78566,17956,421017,0.04265
Cameron,78575,5871,421017,0.01394
Cameron,78578,10118,421017,0.02403
Cameron,78583,5496,421017,0.01305
Cameron,78586,57086,421017,0.13559
Cameron,78593,5465,421017,0.01298
Cameron,78597,2470,421017,0.00587
Camp,75451,1479,12464,0.11866
Camp,75686,10985,12464,0.88134
Carson,79036,379,5807,0.06527
Carson,79039,710,5807,0.12227
Carson,79068,3205,5807,0.55192
Carson,79080,431,5807,0.07422
Carson,79097,1082,5807,0.18633
Cass,75501,150,28454,0.00527
Cass,75551,8883,28454,0.31219
Cass,75555,1808,28454,0.06354
Cass,75556,869,28454,0.03054
Cass,75560,1154,28454,0.04056
Cass,75563,4947,28454,0.17386
Cass,75566,891,28454,0.03131
Cass,75568,386,28454,0.01357
Cass,75572,4274,28454,0.15021
Cass,75630,985,28454,0.03462
Cass,75656,4107,28454,0.14434
Castro,79027,5782,7371,0.78443
Castro,79043,935,7371,0.12685
Castro,79045,1,7371,0.00014
Castro,79063,594,7371,0.08059
Castro,79085,59,7371,0.00800
Chambers,77514,3596,46571,0.07722
Chambers,77520,8,46571,0.00017
Chambers,77521,3654,46571,0.07846
Chambers,77523,29631,46571,0.63625
Chambers,77535,1801,46571,0.03867
Chambers,77560,834,46571,0.01791
Chambers,77597,789,46571,0.01694
Chambers,77665,6258,46571,0.13438
Cherokee,75687,9,50412,0.00018
Cherokee,75757,4818,50412,0.09557
Cherokee,75763,3,50412,0.00006
Cherokee,75766,23426,50412,0.46469
Cherokee,75784,438,50412,0.00869
Cherokee,75785,11844,50412,0.23494
Cherokee,75789,4954,50412,0.09827
Cherokee,75925,3164,50412,0.06276
Cherokee,75976,1756,50412,0.03483
Childress,79201,6664,6664,1.00000
Clay,76228,858,10218,0.08397
Clay,76230,172,10218,0.01683
Clay,76305,1917,10218,0.18761
Clay,76310,734,10218,0.07183
Clay,76357,602,10218,0.05892
Clay,76365,5064,10218,0.49560
Clay,76377,753,10218,0.07369
Clay,76379,14,10218,0.00137
Clay,76389,104,10218,0.01018
Cochran,79346,2391,2547,0.93875
Cochran,79379,156,2547,0.06125
Coke,76933,1325,3285,0.40335
Coke,76945,1674,3285,0.50959
Coke,76949,45,3285,0.01370
Coke,79506,241,3285,0.07336
Coleman,76443,11,7684,0.00143
Coleman,76801,4,7684,0.00052
Coleman,76823,1,7684,0.00013
Coleman,76828,210,7684,0.02733
Coleman,76834,5005,7684,0.65135
Coleman,76845,177,7684,0.02303
Coleman,76873,68,7684,0.00885
Coleman,76878,1478,7684,0.19235
Coleman,76882,200,7684,0.02603
Coleman,76884,107,7684,0.01393
Coleman,76888,140,7684,0.01822
Coleman,79510,38,7684,0.00495
Coleman,79519,44,7684,0.00573
Coleman,79538,201,7684,0.02616
Collin,75002,70808,1064465,0.06652
Collin,75009,16621,1064465,0.01561
Collin,75013,48342,1064465,0.04541
Collin,75023,44965,1064465,0.04224
Collin,75024,42972,1064465,0.04037
Collin,75025,54991,1064465,0.05166
Collin,75033,9380,1064465,0.00881
Collin,75034,27779,1064465,0.02610
Collin,75035,79989,1064465,0.07514
Collin,75044,153,1064465,0.00014
Collin,75048,9903,1064465,0.00930
Collin,75069,38882,1064465,0.03653
Collin,75070,115227,1064465,0.10825
Collin,75071,67429,1064465,0.06335
Collin,75074,52979,1064465,0.04977
Collin,75075,36007,1064465,0.03383
Collin,75078,29519,1064465,0.02773
Collin,75080,15366,1064465,0.01444
Collin,75082,24999,1064465,0.02349
Collin,75087,165,1064465,0.00016
Collin,75093,46291,1064465,0.04349
Collin,75094,23136,1064465,0.02173
Collin,75098,62643,1064465,0.05885
Collin,75166,5189,1064465,0.00487
Collin,75173,7497,1064465,0.00704
Collin,75189,4943,1064465,0.00464
Collin,75248,232,1064465,0.00022
Collin,75252,25729,1064465,0.02417
Collin,75287,25793,1064465,0.02423
Collin,75407,25329,1064465,0.02380
Collin,75409,21353,1064465,0.02006
Collin,75424,4211,1064465,0.00396
Collin,75442,10125,1064465,0.00951
Collin,75452,164,1064465,0.00015
Collin,75454,14885,1064465,0.01398
Collin,75495,469,1064465,0.00044
Collingsworth,79095,2442,2652,0.92081
Collingsworth,79230,127,2652,0.04789
Collingsworth,79245,17,2652,0.00641
Collingsworth,79251,66,2652,0.02489
Colorado,77434,4070,20557,0.19799
Colorado,77442,1897,20557,0.09228
Colorado,77474,75,20557,0.00365
Colorado,78933,910,20557,0.04427
Colorado,78934,6576,20557,0.31989
Colorado,78935,790,20557,0.03843
Colorado,78940,257,20557,0.01250
Colorado,78943,315,20557,0.01532
Colorado,78950,790,20557,0.03843
Colorado,78962,4877,20557,0.23724
Comal,78006,963,161501,0.00596
Comal,78015,910,161501,0.00563
Comal,78070,19253,161501,0.11921
Comal,78108,1052,161501,0.00651
Comal,78130,57936,161501,0.35873
Comal,78132,37924,161501,0.23482
Comal,78133,20142,161501,0.12472
Comal,78154,657,161501,0.00407
Comal,78163,14204,161501,0.08795
Comal,78266,5725,161501,0.03545
Comal,78606,142,161501,0.00088
Comal,78623,2419,161501,0.01498
Comal,78666,79,161501,0.00049
Comal,78676,95,161501,0.00059
Comanche,76432,75,13594,0.00552
Comanche,76436,180,13594,0.01324
Comanche,76442,7459,13594,0.54870
Comanche,76444,4016,13594,0.29542
Comanche,76445,107,13594,0.00787
Comanche,76446,669,13594,0.04921
Comanche,76454,53,13594,0.00390
Comanche,76455,969,13594,0.07128
Comanche,76474,66,13594,0.00486
Concho,76837,2370,3303,0.71753
Concho,76858,22,3303,0.00666
Concho,76862,193,3303,0.05843
Concho,76866,543,3303,0.16440
Concho,76937,170,3303,0.05147
Concho,76940,5,3303,0.00151
Cooke,76233,560,41668,0.01344
Cooke,76234,11,41668,0.00026
Cooke,76238,410,41668,0.00984
Cooke,76239,136,41668,0.00326
Cooke,76240,28178,41668,0.67625
Cooke,76250,991,41668,0.02378
Cooke,76252,3054,41668,0.07329
Cooke,76263,146,41668,0.00350
Cooke,76265,71,41668,0.00170
Cooke,76266,40,41668,0.00096
Cooke,76271,144,41668,0.00346
Cooke,76272,5724,41668,0.13737
Cooke,76273,2203,41668,0.05287
Coryell,76522,38620,83093,0.46478
Coryell,76525,711,83093,0.00856
Coryell,76526,160,83093,0.00193
Coryell,76528,23962,83093,0.28838
Coryell,76538,670,83093,0.00806
Coryell,76539,1061,83093,0.01277
Coryell,76544,15575,83093,0.18744
Coryell,76549,27,83093,0.00032
Coryell,76557,475,83093,0.00572
Coryell,76561,1182,83093,0.01423
Coryell,76566,293,83093,0.00353
Coryell,76634,30,83093,0.00036
Coryell,76657,52,83093,0.00063
Coryell,76689,275,83093,0.00331
Cottle,79248,1380,1380,1.00000
Crane,79731,4675,4675,1.00000
Crockett,76943,3098,3098,1.00000
Crosby,79322,1926,5133,0.37522
Crosby,79343,1239,5133,0.24138
Crosby,79357,1968,5133,0.38340
Culberson,79847,54,2188,0.02468
Culberson,79855,2134,2188,0.97532
Dallam,79022,6398,7115,0.89923
Dallam,79087,717,7115,0.10077
Dallas,75001,16093,2613539,0.00616
Dallas,75006,48285,2613539,0.01847
Dallas,75007,3196,2613539,0.00122
Dallas,75019,44492,2613539,0.01702
Dallas,75038,36003,2613539,0.01378
Dallas,75039,24792,2613539,0.00949
Dallas,75040,63959,2613539,0.02447
Dallas,75041,31351,2613539,0.01200
Dallas,75042,38764,2613539,0.01483
Dallas,75043,63902,2613539,0.02445
Dallas,75044,47288,2613539,0.01809
Dallas,75048,17165,2613539,0.00657
Dallas,75050,31101,2613539,0.01190
Dallas,75051,35208,2613539,0.01347
Dallas,75052,57563,2613539,0.02202
Dallas,75054,73,2613539,0.00003
Dallas,75060,48501,2613539,0.01856
Dallas,75061,55890,2613539,0.02138
Dallas,75062,47090,2613539,0.01802
Dallas,75063,46603,2613539,0.01783
Dallas,75067,379,2613539,0.00015
Dallas,75080,38685,2613539,0.01480
Dallas,75081,37628,2613539,0.01440
Dallas,75082,2995,2613539,0.00115
Dallas,75088,22321,2613539,0.00854
Dallas,75089,32847,2613539,0.01257
Dallas,75098,3020,2613539,0.00116
Dallas,75104,49317,2613539,0.01887
Dallas,75115,58679,2613539,0.02245
Dallas,75116,20579,2613539,0.00787
Dallas,75125,413,2613539,0.00016
Dallas,75134,22350,2613539,0.00855
Dallas,75137,20065,2613539,0.00768
Dallas,75141,6706,2613539,0.00257
Dallas,75146,22462,2613539,0.00859
Dallas,75149,61066,2613539,0.02337
Dallas,75150,64501,2613539,0.02468
Dallas,75154,11392,2613539,0.00436
Dallas,75159,20329,2613539,0.00778
Dallas,75172,3581,2613539,0.00137
Dallas,75180,26540,2613539,0.01015
Dallas,75181,27607,2613539,0.01056
Dallas,75182,7998,2613539,0.00306
Dallas,75201,16814,2613539,0.00643
Dallas,75202,3720,2613539,0.00142
Dallas,75203,15178,2613539,0.00581
Dallas,75204,35048,2613539,0.01341
Dallas,75205,26271,2613539,0.01005
Dallas,75206,40786,2613539,0.01561
Dallas,75207,7100,2613539,0.00272
Dallas,75208,29298,2613539,0.01121
Dallas,75209,14745,2613539,0.00564
Dallas,75210,8751,2613539,0.00335
Dallas,75211,70760,2613539,0.02707
Dallas,75212,27329,2613539,0.01046
Dallas,75214,35817,2613539,0.01370
Dallas,75215,18803,2613539,0.00719
Dallas,75216,54753,2613539,0.02095
Dallas,75217,80678,2613539,0.03087
Dallas,75218,23197,2613539,0.00888
Dallas,75219,26915,2613539,0.01030
Dallas,75220,39873,2613539,0.01526
Dallas,75223,13803,2613539,0.00528
Dallas,75224,33228,2613539,0.01271
Dallas,75225,22691,2613539,0.00868
Dallas,75226,3990,2613539,0.00153
Dallas,75227,62468,2613539,0.02390
Dallas,75228,68658,2613539,0.02627
Dallas,75229,32319,2613539,0.01237
Dallas,75230,28300,2613539,0.01083
Dallas,75231,40462,2613539,0.01548
Dallas,75232,29919,2613539,0.01145
Dallas,75233,15555,2613539,0.00595
Dallas,75234,34124,2613539,0.01306
Dallas,75235,19628,2613539,0.00751
Dallas,75236,15621,2613539,0.00598
Dallas,75237,18779,2613539,0.00719
Dallas,75238,33268,2613539,0.01273
Dallas,75240,28143,2613539,0.01077
Dallas,75241,33440,2613539,0.01279
Dallas,75243,60984,2613539,0.02333
Dallas,75244,12544,2613539,0.00480
Dallas,75246,2109,2613539,0.00081
Dallas,75247,827,2613539,0.00032
